"","X","PATENT","GYEAR","GDATE","APPYEAR","COUNTRY","POSTATE","ASSIGNEE","ASSCODE","CLAIMS","NCLASS","CAT","SUBCAT","CMADE","CRECEIVE","RATIOCIT","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","SELFCTUB","SELFCTLB","SECDUPBD","SECDLWBD","logCRECEIVE","CLAIMSORIGINAL"
"176",176,5468425,1995,13108,1994,"US","OK",NA,1,14,261,1,19,4,3,0.5,0,0.5,3.3333,31,NA,NA,NA,NA,1.09861228866811,7
"177",177,5744063,1998,13997,1997,"US","NJ",474325,2,15,516,1,19,4,2,1,0,0.625,0.5,12.25,0,0,0,0,0.693147180559945,9.375
"178",178,5754509,1998,14018,1996,"JP","",358975,3,11,369,2,24,5,1,1,0,0,2,6.6,0.2,0.2,0,0,0,0
"179",179,5573754,1996,13465,1993,"US","CT",475045,2,14,424,3,31,12,1,1,0,0.4861,3,7.4167,0.0833,0.0833,0,0,0,6.8054
"180",180,5459113,1995,13073,1994,"JP","",686775,3,6,501,1,19,8,3,1,0,0.625,2.3333,4.125,0,0,0,0,1.09861228866811,3.75
"181",181,5424966,1995,12947,1994,"JP","",532110,3,1,708,2,22,2,2,1,0,0.5,1.5,9.5,0.5,0.5,0,0,0.693147180559945,0.5
"182",182,5616141,1997,13605,1996,"US","PA",751788,2,7,606,3,32,7,3,1,0.4444,0.5714,1,8.8571,0,0,0,0,1.09861228866811,3.9998
"183",183,5621515,1997,13619,1994,"JP","",399775,3,5,356,4,43,6,4,1,0.625,0.6667,2.5,5.1667,0.6,0.5,0,0,1.38629436111989,3.3335
"184",184,5632131,1997,13661,1995,"US","IL",NA,1,33,53,6,68,111,3,0.9189,0,0.8589,2.3333,21.5586,NA,NA,NA,NA,1.09861228866811,28.3437
"185",185,5586523,1996,13507,1995,"JP","",379310,3,15,123,5,53,11,4,0.7273,0,0,2.25,22.3636,0,0,0,0,1.38629436111989,0
"186",186,5562641,1996,13430,1994,"IL","",724581,3,11,604,3,32,7,9,1,0.3704,0.6122,2.7778,6.4286,0,0,0,0,2.19722457733622,6.7342
"187",187,5781627,1998,14074,1995,"JP","",211480,3,53,711,2,24,6,2,1,0.5,0.7222,2,4.8333,0,0,0,0,0.693147180559945,38.2766
"188",188,5598553,1997,13542,1995,"US","CA",713599,2,25,395,2,22,4,3,1,0.4444,0.625,2,5.25,0,0,0,0,1.09861228866811,15.625
"189",189,5606304,1997,13570,1995,"TW","",NA,1,1,340,2,21,5,1,1,0,0.48,1,8.2,NA,NA,NA,NA,0,0.48
"190",190,5713716,1998,13913,1995,"JP","",165600,3,7,414,5,51,8,1,0.625,0,0,2,25.625,0,0,0,0,0,0
"191",191,5663370,1997,13759,1996,"GB","",698482,3,10,549,1,14,0,1,NA,0,NA,3,NA,NA,NA,0,0,0,NA
"192",192,5440279,1995,13003,1993,"JP","",358975,3,12,333,2,21,4,3,0.75,0.4444,0.4444,2.6667,11.75,0.3333,0.25,0.3333,0.3333,1.09861228866811,5.3328
"193",193,5851411,1998,14235,1996,"KR","",712893,3,26,216,1,19,3,1,1,0,0,1,5.6667,0,0,1,1,0,0
"194",194,5492630,1996,13199,1994,"US","TX",712991,2,5,210,1,19,17,1,0.9412,0,0.1172,2,9.7059,0,0,0,0,0,0.586
"195",195,5778500,1998,14074,1997,"US","CA",NA,1,4,24,6,63,20,2,0.95,0,0.3878,1,12.25,NA,NA,NA,NA,0.693147180559945,1.5512
"196",196,5477512,1995,13136,1995,"JP","",562270,3,5,369,2,24,6,2,1,0,0,0.5,1.8333,0,0,0,0,0.693147180559945,0
"197",197,5557621,1996,13409,1991,"JP","",252865,3,14,714,2,22,14,4,1,0,0.2551,4.5,3.7143,0.0714,0.0714,0,0,1.38629436111989,3.5714
"198",198,5450560,1995,13038,1992,"US","TX",386735,2,15,711,2,24,5,12,1,0,0.32,3.3333,10.4,0,0,0.0833,0.0833,2.484906649788,4.8
"199",199,5522196,1996,13304,1994,"US","MA",218550,2,5,52,6,69,12,3,1,0,0.4444,3,12.5833,0,0,0,0,1.09861228866811,2.222
"200",200,5766751,1998,14046,1995,"JP","",550270,3,27,428,6,69,12,1,1,0,0.6111,2,12.6667,0,0,0,0,0,16.4997
"201",201,5378276,1995,12786,1994,"CH","",104245,2,11,106,1,12,15,1,1,0,0.6222,1,11.0667,0.6,0.6,1,1,0,6.8442
"202",202,5583861,1996,13493,1994,"US","CA",725201,2,15,370,2,21,7,42,1,0.4751,0.2449,2.0476,3,0,0,0,0,3.73766961828337,3.6735
"203",203,5757196,1998,14025,1996,"DE","",173535,3,3,324,4,43,6,1,1,NA,0.2778,NA,17.3333,0,0,0,0,0,0.8334
"204",204,5628598,1997,13647,1995,"AT","",251885,3,6,411,5,59,8,2,0.875,0.5,0,2,17.5,0.1429,0.125,0,0,0.693147180559945,0
"205",205,5589270,1996,13514,1995,"JP","",252865,3,14,428,6,69,0,2,NA,0.5,NA,2,NA,NA,NA,0,0,0.693147180559945,NA
"206",206,5433885,1995,12982,1993,"US","NJ",104030,2,10,510,1,19,47,10,0.9362,0.54,0.5083,3.2,11.0638,0.0238,0.0213,0.8889,0.8,2.30258509299405,5.083
"207",207,5691721,1997,13843,1995,"KR","",718845,3,25,341,2,22,3,1,1,0,0,1,3.6667,0,0,0,0,0,0
"208",208,5594400,1997,13528,1995,"US","FL",700682,2,12,335,4,41,8,1,1,0,0.2188,1,16.125,0,0,0,0,0,2.6256
"209",209,5649883,1997,13717,1996,"US","CA",731342,2,10,482,5,59,11,2,1,0.5,0.7273,0,8,0,0,0,0,0.693147180559945,7.273
"210",210,5481158,1996,13150,1993,"JP","",238785,3,24,313,4,42,8,1,0.875,0,0.2449,4,11.125,0.2857,0.25,1,1,0,5.8776
"211",211,5708082,1998,13892,1996,"TW","",698640,3,10,525,1,15,4,1,1,0,0,1,14.5,0,0,0,0,0,0
"212",212,5799332,1998,14123,1997,"US","MD",774265,2,2,2,6,63,13,1,1,0,0.2722,0,11.2308,0.2,0.1538,0,0,0,0.5444
"213",213,5788203,1998,14095,1996,"US","IL",NA,1,2,248,6,69,11,2,1,0,0.6612,2,9.4545,NA,NA,NA,NA,0.693147180559945,1.3224
"214",214,5655820,1997,13738,1995,"FR","",705558,3,5,303,5,53,13,1,1,0,0.142,2,7.3846,0,0,0,0,0,0.71
"215",215,5608973,1997,13584,1995,"FI","",603695,3,20,34,1,19,11,1,1,0,0.6942,2,17.1818,0,0,0,0,0,13.884
"216",216,5406609,1995,12884,1993,"JP","",475945,3,14,378,4,44,1,2,1,0,0,4,5,0,0,0,0,0.693147180559945,0
"217",217,5769286,1998,14053,1997,"IT","",742131,3,15,223,6,63,8,2,1,0,0.75,0.5,19.5,0,0,0,0,0.693147180559945,11.25
"218",218,5672014,1997,13787,1995,"JP","",732508,3,6,384,5,59,2,1,1,0,0.5,2,3.5,0.5,0.5,1,1,0,3
"219",219,5458852,1995,13073,1992,"US","CA",66005,2,15,422,1,19,13,7,1,0.5714,0.5444,4,5.1538,0.1538,0.1538,0.3333,0.2857,1.94591014905531,8.166
"220",220,5798753,1998,14116,1995,"US","CA",551495,2,42,345,2,23,13,5,1,0.64,0.7219,2,5.7692,0,0,0.2,0.2,1.6094379124341,30.3198
"221",221,5443995,1995,13017,1993,"US","CA",33480,2,18,438,4,46,5,8,1,0.5313,0.56,2.625,2.6,0.2,0.2,0.25,0.25,2.07944154167984,10.08
"222",222,5833916,1998,14193,1996,"JP","",582440,3,1,264,5,51,6,1,1,0,0.6667,1,12.8333,0,0,0,0,0,0.6667
"223",223,5399858,1995,12863,1993,"JP","",211480,3,7,250,4,44,10,3,1,0,0.18,1.6667,4.2,0.1111,0.1,0,0,1.09861228866811,1.26
"224",224,5752063,1998,14011,1995,"US","MI",735940,2,2,712,2,22,23,1,1,0,0.8242,1,6.4348,0,0,0,0,0,1.6484
"225",225,5445603,1995,13024,1993,"US","KY",NA,1,29,602,3,32,8,6,1,0.2778,0.2188,4,7.25,NA,NA,NA,NA,1.79175946922805,6.3452
"226",226,5625911,1997,13640,1996,"JP","",581760,3,14,4,6,65,7,1,1,0,0.6939,0,6.4286,0.7143,0.7143,1,1,0,9.7146
"227",227,5743614,1998,13997,1995,"US","MA",319760,2,44,353,5,54,28,1,1,0,0.6786,2,8.8929,0.0769,0.0714,0,0,0,29.8584
"228",228,5544368,1996,13374,1995,"TW","",NA,1,1,4,6,65,11,1,0.9091,0,0,2,21,NA,NA,NA,NA,0,0
"229",229,5571078,1996,13458,1995,"US","MN",172760,2,21,602,3,32,53,2,0.8302,0,0.1715,2,16.8302,0,0,0,0,0.693147180559945,3.6015
"230",230,5414455,1995,12912,1993,"US","MA",147695,2,29,348,4,49,16,112,1,0.8527,0.3281,2.6786,3.625,0,0,0.0094,0.0089,4.71849887129509,9.5149
"231",231,5463554,1995,13087,1994,"JP","",441625,3,6,701,2,22,10,11,1,0.4298,0.54,1.8182,1.5,0.2,0.2,0,0,2.39789527279837,3.24
"232",232,5500580,1996,13227,1994,"US","CA",259405,2,5,318,4,45,17,1,1,0,0.7889,2,12.5294,0,0,0,0,0,3.9445
"233",233,5482859,1996,13157,1993,"DE","",NA,1,14,435,3,33,14,3,1,0.6667,0.6939,3.3333,13.1429,NA,NA,NA,NA,1.09861228866811,9.7146
"234",234,5386109,1995,12814,1993,"JP","",211480,3,29,250,4,44,4,4,1,0.625,0.625,2,7.5,0,0,0.25,0.25,1.38629436111989,18.125
"235",235,5667688,1997,13773,1996,"DK","",733484,3,15,210,1,19,7,1,1,0,0,2,15,0,0,0,0,0,0
"236",236,5459192,1995,13073,1994,"US","NY",NA,1,22,524,1,15,2,1,1,0,0.5,2,12,NA,NA,NA,NA,0,11
"237",237,5464288,1995,13094,1994,"JP","",403775,3,9,384,5,59,4,1,1,0,0,1,1.75,0.75,0.75,1,1,0,0
"238",238,5416735,1995,12919,1994,"JP","",508240,3,2,365,2,24,4,11,1,0.5455,0.375,2.3636,2.75,0.25,0.25,0.0909,0.0909,2.39789527279837,0.75
"239",239,5426603,1995,12954,1994,"JP","",252865,3,14,365,2,24,0,6,NA,0.5,NA,2,NA,NA,NA,0.1667,0.1667,1.79175946922805,NA
"240",240,5442789,1995,13010,1994,"US","FL",280070,2,8,709,2,22,13,13,1,0.8284,0.6272,2.1538,4.3077,0.3846,0.3846,0.0833,0.0769,2.56494935746154,5.0176
"241",241,5524023,1996,13304,1995,"JP","",395735,3,8,375,2,21,4,12,1,0.6528,0,1.3333,5.25,0,0,0.2727,0.25,2.484906649788,0
"242",242,5814185,1998,14151,1997,"US","MI",741795,2,12,156,1,19,6,1,1,0,0.6111,1,9.6667,0,0,0,0,0,7.3332
"243",243,5381467,1995,12793,1992,"US","NJ",706518,2,34,379,2,21,12,23,1,0.1626,0.4028,3.5652,3.75,0.5455,0.5,0.2857,0.2609,3.13549421592915,13.6952
"244",244,5704213,1998,13885,1996,"US","FL",736573,2,15,62,6,69,1,1,1,0,0,2,20,0,0,0,0,0,0
"245",245,5622518,1997,13626,1995,"US","NY",NA,1,10,439,4,41,4,1,1,0,0.625,1,6.75,NA,NA,NA,NA,0,6.25
"246",246,5447073,1995,13031,1994,"US","RI",206310,2,22,73,4,43,8,4,1,0.375,0,1.75,7.75,0.375,0.375,0,0,1.38629436111989,0
"247",247,5590068,1996,13514,1995,"US","CA",394010,2,5,365,2,24,4,2,1,0.5,0.375,2.5,3.5,0,0,0.5,0.5,0.693147180559945,1.875
"248",248,5398416,1995,12863,1994,"US","TN",NA,1,9,30,6,65,6,8,1,0,0.5,2.75,6.8333,NA,NA,NA,NA,2.07944154167984,4.5
"249",249,5457658,1995,13066,1994,"JP","",280070,2,17,365,2,24,1,8,1,0.5938,0,1.625,1,0,0,0.25,0.25,2.07944154167984,0
"250",250,5459190,1995,13073,1994,"JP","",756810,3,3,524,1,15,2,1,1,0,0.5,2,12,0,0,0,0,0,1.5
"251",251,5729615,1998,13955,1997,"TW","",124590,3,10,381,4,49,7,1,1,0,0.5714,0,8,0,0,0,0,0,5.714
"252",252,5537382,1996,13346,1994,"US","NY",682436,2,18,369,2,24,22,1,1,0,0.6322,2,6.1364,0,0,0,0,0,11.3796
"253",253,5426296,1995,12954,1994,"JP","",379245,3,25,250,4,44,8,10,1,0.64,0.6563,2.4,6,0,0,0,0,2.30258509299405,16.4075
"254",254,5448966,1995,13038,1994,"US","FL",NA,1,16,119,6,61,11,2,1,0,0,1.5,9.7273,NA,NA,NA,NA,0.693147180559945,0
"255",255,5634748,1997,13668,1993,"US","AZ",487235,3,73,408,5,51,16,3,0.625,0.4444,0.18,3.6667,40.0625,0,0,0,0,1.09861228866811,13.14
"256",256,5755520,1998,14025,1997,"US","NY",160890,2,7,400,5,59,11,2,1,0,0.7273,0.5,7.0909,0.1,0.0909,1,1,0.693147180559945,5.0911
"257",257,5449866,1995,13038,1994,"NL","",3100,3,22,181,6,69,11,1,1,0,0.1653,3,18.9091,0,0,0,0,0,3.6366
"258",258,5553846,1996,13402,1993,"US","CA",NA,1,6,473,6,62,1,3,1,0.6667,0,3,3,NA,NA,NA,NA,1.09861228866811,0
"259",259,5559168,1996,13416,1993,"JP","",403595,3,22,523,1,15,9,1,0.8889,0,0.6563,4,10.7778,0,0,1,1,0,14.4386
"260",260,5435911,1995,12989,1993,"CH","",713164,3,7,210,1,19,12,1,0.9167,0,0.1653,3,14.25,0,0,0,0,0,1.1571
"261",261,5845863,1998,14221,1996,"JP","",532110,3,12,242,5,51,9,1,0.8889,0,0.4063,2,20.5556,0.25,0.1111,1,1,0,4.8756
"262",262,5431181,1995,12975,1993,"US","PA",641390,2,20,137,6,69,30,3,0.8,0.4444,0.7049,2.3333,16,0.05,0.0333,0.3333,0.3333,1.09861228866811,14.098
"263",263,5489015,1996,13185,1994,"GB","",110345,3,15,194,5,59,10,3,1,0.6667,0.18,3.3333,6.6,0.2222,0.2,0.3333,0.3333,1.09861228866811,2.7
"264",264,5574175,1996,13465,1995,"US","NJ",24425,2,11,548,1,14,3,4,1,0,0.4444,2,3.6667,1,1,1,1,1.38629436111989,4.8884
"265",265,5587070,1996,13507,1993,"US","NY",427225,2,32,210,1,19,59,4,1,0.625,0.3918,3,8.7288,0.2,0.1695,0,0,1.38629436111989,12.5376
"266",266,5582586,1996,13493,1994,"JP","",NA,1,2,604,3,32,10,3,1,0.4444,0.68,1.3333,8.8,NA,NA,NA,NA,1.09861228866811,1.36
"267",267,5542922,1996,13367,1994,"US","CA",721598,2,6,604,3,32,19,8,0.6842,0.75,0.6627,3,23.1053,0,0,0,0,2.07944154167984,3.9762
"268",268,5417545,1995,12926,1994,"GB","",481660,3,8,415,5,53,7,1,1,0,0.4898,0,9.7143,0.2857,0.2857,0,0,0,3.9184
"269",269,5435579,1995,12989,1993,"IT","",406635,3,11,280,5,55,7,14,0.7143,0,0,2.7857,23.4286,0,0,0.2727,0.2143,2.63905732961526,0
"270",270,5382298,1995,12800,1993,"US","VA",NA,1,10,134,6,69,11,3,1,0.6667,0.6942,2.3333,13.9091,NA,NA,NA,NA,1.09861228866811,6.942
"271",271,5523974,1996,13304,1994,"JP","",358975,3,15,365,2,24,5,3,1,0,0.48,2.3333,4.6,0,0,0,0,1.09861228866811,7.2
"272",272,5810819,1998,14144,1997,"US","NJ",745772,2,8,606,3,32,7,1,1,0,0.2449,1,2.2857,0,0,0,0,0,1.9592
"273",273,5460750,1995,13080,1993,"US","TX",391745,2,4,516,1,19,6,2,0.1667,0.5,0,1,39.6667,0,0,0.5,0.5,0.693147180559945,0
"274",274,5767740,1998,14046,1996,"US","MA",242085,2,7,330,4,41,12,1,1,0,0.2917,2,12.25,0.0909,0.0833,0,0,0,2.0419
"275",275,5518598,1996,13290,1995,"TW","",NA,1,2,204,1,19,6,1,1,0,0.5,1,11.1667,NA,NA,NA,NA,0,1
"276",276,5794809,1998,14109,1997,"US","CA",NA,1,7,220,6,68,4,1,1,0,0,1,3.25,NA,NA,NA,NA,0,0
"277",277,5772986,1998,14060,1996,"US","NY",NA,1,16,424,3,31,9,1,1,0,0.1975,1,12.4444,NA,NA,NA,NA,0,3.16
"278",278,5743606,1998,13997,1996,"US","TX",686161,2,9,312,6,65,11,5,0.9091,0.32,0.76,1.8,9.8182,0.125,0.0909,0.25,0.2,1.6094379124341,6.84
"279",279,5805425,1998,14130,1996,"US","TX",570160,2,6,361,4,45,5,2,1,0.5,0.72,1.5,3.4,0,0,0,0,0.693147180559945,4.32
"280",280,5659628,1997,13745,1996,"JP","",672689,3,6,382,2,22,2,1,1,0,0.5,1,2.5,0,0,0,0,0,3
"281",281,5561642,1996,13423,1995,"JP","",401785,3,4,369,2,24,6,1,1,0,0,1,2.1667,0.1667,0.1667,0,0,0,0
"282",282,5637223,1997,13675,1996,"US","MO",437205,2,27,210,1,19,16,2,0.9375,0,0.3378,1.5,17.375,0.2308,0.1875,0,0,0.693147180559945,9.1206
"283",283,5521407,1996,13297,1994,"JP","",581270,3,16,257,4,46,6,1,1,0,0.6111,2,6.3333,0,0,0,0,0,9.7776
"284",284,5808843,1998,14137,1992,"JP","",252865,3,10,360,2,24,10,3,1,0.4444,0.46,5,9.5,0.3333,0.3,0,0,1.09861228866811,4.6
"285",285,5416679,1995,12919,1993,"US","CT",219525,2,38,362,4,42,8,8,0.75,0.6875,0.2778,2.5,25,0,0,0.2857,0.25,2.07944154167984,10.5564
"286",286,5503394,1996,13241,1994,"US","VA",NA,1,1,473,6,62,12,2,0.9167,0,0.1653,2.5,8.0833,NA,NA,NA,NA,0.693147180559945,0.1653
"287",287,5781152,1998,14074,1996,"FR","",507310,3,7,342,2,21,7,2,1,0.5,0.4082,1,7.1429,0,0,0,0,0.693147180559945,2.8574
"288",288,5447800,1995,13031,1993,"US","PA",128765,2,13,428,6,69,8,4,1,0.75,0.6563,4,9.375,0.375,0.375,0.25,0.25,1.38629436111989,8.5319
"289",289,5768372,1998,14046,1996,"US","CA",21885,2,41,713,2,22,23,2,1,0.5,0.6465,0.5,6,0.7619,0.6957,0,0,0.693147180559945,26.5065
"290",290,5504318,1996,13241,1994,"US","NY",676549,2,70,235,5,59,10,5,1,0.32,0.18,1.4,9.1,0.4444,0.4,0,0,1.6094379124341,12.6
"291",291,5470141,1995,13115,1993,"GB","",NA,1,4,312,6,65,4,1,0.25,0,0,5,51,NA,NA,NA,NA,0,0
"292",292,5560633,1996,13423,1994,"US","CO",NA,1,11,280,5,55,7,1,1,0,0,3,11.2857,NA,NA,NA,NA,0,0
"293",293,5388246,1995,12821,1993,"JP","",395735,3,3,710,2,22,8,3,1,0.4444,0.5313,2.3333,6,0,0,0,0,1.09861228866811,1.5939
"294",294,5416839,1995,12919,1993,"US","FL",NA,1,11,379,2,21,12,1,1,0,0.6389,2,7.5833,NA,NA,NA,NA,0,7.0279
"295",295,5391598,1995,12835,1992,"DE","",254145,3,7,524,1,15,6,1,1,0,0.6667,5,16,0,0,0,0,0,4.6669
"296",296,5552873,1996,13395,1994,"JP","",211480,3,13,399,5,54,4,2,1,0,0,2,5.5,0.25,0.25,0,0,0.693147180559945,0
"297",297,5444703,1995,13017,1994,"US","NH",NA,1,13,370,2,21,6,14,1,0.5408,0,1.6429,3,NA,NA,NA,NA,2.63905732961526,0
"298",298,5551236,1996,13395,1994,"US","WI",154480,2,11,60,4,45,3,3,1,0,0.4444,2.6667,12.3333,0,0,0,0,1.09861228866811,4.8884
"299",299,5601910,1997,13556,1995,"US","TN",165265,2,14,442,1,11,7,3,1,0.6667,0.8571,2,13.1429,0.8571,0.8571,0,0,1.09861228866811,11.9994
"300",300,5468841,1995,13108,1994,"US","CA",9630,2,11,528,1,15,11,1,1,0,0.7273,1,9.9091,0,0,1,1,0,8.0003
"301",301,5523899,1996,13304,1995,"US","CA",373535,2,17,360,2,24,8,1,1,0,0.2188,0,8.75,0,0,0,0,0,3.7196
"302",302,5590154,1996,13514,1995,"US","AZ",386735,2,19,375,2,21,17,8,1,0.5313,0.699,1.375,5.7647,0,0,0,0,2.07944154167984,13.281
"303",303,5383711,1995,12807,1993,"US","CO",NA,1,16,297,6,65,13,10,0.7692,0.48,0.34,2.9,17,NA,NA,NA,NA,2.30258509299405,5.44
"304",304,5627482,1997,13640,1996,"US","MN",687286,2,12,326,4,46,13,1,1,0,0.6982,0,5.3077,0,0,0,0,0,8.3784
"305",305,5436166,1995,12989,1994,"JP","",252865,3,10,436,1,19,11,10,1,0.72,0.5124,3.2,10.6364,0.1,0.0909,0.1111,0.1,2.30258509299405,5.124
"306",306,5733818,1998,13969,1996,"JP","",395735,3,5,438,4,46,11,1,1,0,0.6446,0,4.6364,0,0,0,0,0,3.223
"307",307,5516629,1996,13283,1994,"US","CA",129035,2,4,435,3,33,7,2,1,0,0.449,1,10.8571,0,0,0,0,0.693147180559945,1.796
"308",308,5446230,1995,13024,1992,"FR","",275750,3,23,585,1,19,6,5,1,0,0.4444,4.4,14.8333,0,0,0,0,1.6094379124341,10.2212
"309",309,5631557,1997,13654,1996,"US","IL",256580,2,5,324,4,43,8,2,1,0,0.5625,1,2.875,0.625,0.625,0,0,0.693147180559945,2.8125
"310",310,5442401,1995,13010,1994,"JP","",379245,3,33,348,4,49,7,4,1,0.5,0.449,0.5,3.2857,0,0,0,0,1.38629436111989,14.817
"311",311,5383899,1995,12807,1994,"US","CA",NA,1,8,606,3,32,30,8,0.7333,0.2188,0.7645,1.375,26.3333,NA,NA,NA,NA,2.07944154167984,6.116
"312",312,5537532,1996,13346,1995,"GB","",76775,3,27,714,2,22,4,17,1,0.5391,0.375,0.875,4.25,0,0,0,0,2.83321334405622,10.125
"313",313,5432993,1995,12982,1994,"HK","",712896,3,6,29,5,52,3,1,1,0,0.4444,3,11,0,0,0,0,0,2.6664
"314",314,5475580,1995,13129,1994,"JP","",636035,3,11,363,4,45,8,4,1,0,0.4063,2,4.875,0.125,0.125,0.25,0.25,1.38629436111989,4.4693
"315",315,5484897,1996,13164,1994,"IT","",690654,3,10,534,1,14,3,4,1,0.625,0.4444,2.75,8.3333,0,0,0.25,0.25,1.38629436111989,4.444
"316",316,5611023,1997,13584,1995,"JP","",672689,3,14,358,2,21,14,1,1,0,0.4592,1,5.7857,0.0714,0.0714,0,0,0,6.4288
"317",317,5437487,1995,12996,1994,"US","FL",NA,1,15,294,5,59,18,2,0.7778,0.5,0.1327,3.5,23.2778,NA,NA,NA,NA,0.693147180559945,1.9905
"318",318,5638280,1997,13675,1995,"JP","",714593,3,26,701,2,22,10,4,1,0.375,0.18,1.25,3.6,0.1,0.1,0,0,1.38629436111989,4.68
"319",319,5633787,1997,13661,1995,"KR","",491040,3,9,363,4,45,3,3,1,0.4444,0.4444,2,9.6667,0,0,0,0,1.09861228866811,3.9996
"320",320,5486303,1996,13171,1994,"US","OH",454215,2,16,510,1,19,18,4,1,0,0.463,1.75,7.2222,0.2222,0.2222,0.75,0.75,1.38629436111989,7.408
"321",321,5642639,1997,13696,1995,"IT","",702679,3,9,72,5,52,4,2,1,0,0,2,9.5,0,0,0,0,0.693147180559945,0
"322",322,5744327,1998,13997,1994,"US","TX",600015,2,37,435,3,33,4,1,1,0,0,2,8.5,0.5,0.5,0,0,0,0
"323",323,5725303,1998,13948,1996,"TW","",NA,1,3,362,4,42,6,3,0.6667,0,0,0.6667,23.1667,NA,NA,NA,NA,1.09861228866811,0
"324",324,5438786,1995,13003,1993,"US","OH",NA,1,1,42,5,59,6,2,0.8333,0,0.72,4.5,30.3333,NA,NA,NA,NA,0.693147180559945,0.72
"325",325,5412129,1995,12905,1994,"US","CA",NA,1,10,556,1,14,1,4,1,0.625,0,1.5,20,NA,NA,NA,NA,1.38629436111989,0
"326",326,5446504,1995,13024,1994,"JP","",417745,3,15,348,4,49,4,2,1,0,0.375,1,4.75,0.25,0.25,0,0,0.693147180559945,5.625
"327",327,5536350,1996,13346,1994,"US","TX",722252,2,5,156,1,19,16,2,0.75,0.5,0.2917,2.5,25,0,0,0,0,0.693147180559945,1.4585
"328",328,5813939,1998,14151,1997,"JP","",256400,3,7,477,5,53,1,1,1,0,0,0,3,0,0,1,1,0,0
"329",329,5384799,1995,12807,1993,"US","CA",355180,2,18,372,4,42,6,5,1,0.48,0.2778,3.4,3.6667,0,0,0,0,1.6094379124341,5.0004
"330",330,5843228,1998,14214,1997,"JP","",715315,3,4,117,1,19,2,1,1,0,0.5,0,12,0,0,0,0,0,2
"331",331,5737456,1998,13976,1995,"US","MA",599700,2,20,382,2,22,5,1,1,0,0.56,3,6,0.2,0.2,0,0,0,11.2
"332",332,5483118,1996,13157,1994,"JP","",581270,3,5,313,4,42,3,6,1,0.4444,0.4444,2.8333,2.6667,0,0,0.6667,0.6667,1.79175946922805,2.222
"333",333,5541781,1996,13360,1994,"US","CA",687167,2,18,386,4,49,4,5,1,0.72,0.375,2,10.5,0,0,0,0,1.6094379124341,6.75
"334",334,5439906,1995,13003,1993,"US","PA",367520,2,5,514,3,31,4,9,1,0,0,2.5556,6.25,0.25,0.25,1,0.8889,2.19722457733622,0
"335",335,5405800,1995,12884,1994,"JP","",358975,3,11,438,4,46,4,4,1,0,0,2.5,3,0,0,0,0,1.38629436111989,0
"336",336,5417906,1995,12926,1993,"US","FL",688174,2,11,264,5,51,3,5,1,0.72,0.4444,3.8,14,0,0,0,0,1.6094379124341,4.8884
"337",337,5388459,1995,12828,1992,"JP","",389720,3,17,73,4,43,4,2,1,0.5,0.375,3,10,0,0,0.5,0.5,0.693147180559945,6.375
"338",338,5436569,1995,12989,1994,"US","MN",143620,2,19,324,4,43,8,1,0.875,0,0.7755,2,15.125,0.1429,0.125,0,0,0,14.7345
"339",339,5804979,1998,14130,1997,"US","WA",295530,2,12,324,4,43,4,1,1,0,0,0,14.25,0,0,0,0,0,0
"340",340,5417916,1995,12926,1994,"US","FL",693973,2,3,264,5,51,1,3,1,0,0,2,3,0,0,0,0,1.09861228866811,0
"341",341,5384867,1995,12807,1991,"US","GA",287265,2,20,382,2,22,6,11,1,0.4298,0.6667,4.2727,4.8333,0.3333,0.3333,0.25,0.1818,2.39789527279837,13.334
"342",342,5486019,1996,13171,1994,"CH","",695531,3,9,280,5,55,8,4,1,0,0.4688,2,15.25,0,0,0,0,1.38629436111989,4.2192
"343",343,5452846,1995,13052,1993,"US","CA",NA,1,16,229,6,68,14,1,0.5714,0,0.75,2,29.7143,NA,NA,NA,NA,0,12
"344",344,5630700,1997,13654,1996,"US","MA",218550,2,19,415,5,53,5,1,1,0,0.32,1,7.4,0.2,0.2,0,0,0,6.08
"345",345,5574786,1996,13465,1995,"US","FL",280070,2,22,713,2,22,2,12,1,0.2778,0,1.1667,6.5,0,0,0.2,0.1667,2.484906649788,0
"346",346,5701288,1997,13871,1995,"KR","",491065,3,9,369,2,24,10,2,1,0,0.34,2,2.5,0,0,0,0,0.693147180559945,3.06
"347",347,5522628,1996,13304,1994,"US","OH",NA,1,6,294,5,59,9,2,1,0,0.5679,3.5,13.4444,NA,NA,NA,NA,0.693147180559945,3.4074
"348",348,5831971,1998,14186,1996,"US","NJ",722326,2,19,370,2,21,4,2,1,0.5,0,0.5,2.25,0,0,0,0,0.693147180559945,0
"349",349,5530953,1996,13325,1995,"JP","",721763,3,21,706,2,22,10,1,1,0,0.7,1,4.3,0,0,0,0,0,14.7
"350",350,5600750,1997,13549,1994,"US","NC",710704,2,16,385,2,21,12,1,1,0,0.1528,2,8.1667,0,0,0,0,0,2.4448
"351",351,5716205,1998,13920,1996,"DE","",512710,3,12,432,6,66,2,1,1,0,0.5,1,14,0,0,0,0,0,6
"352",352,5487537,1996,13178,1994,"US","MI",NA,1,3,269,6,69,3,1,0.6667,0,0,2,26.6667,NA,NA,NA,NA,0,0
